Code service sages|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000002|07/01/2022|Vente|230000,00|3||RUE|0561|DE LA RESISTANCE|1500|AMBERIEU-EN-BUGEY|01|4||BS|767||||||||||||0|3|Dépendance||0|0|S||402
|||||||000002|07/01/2022|Vente|230000,00|3||RUE|0561|DE LA RESISTANCE|1500|AMBERIEU-EN-BUGEY|01|4||BS|767||||||||||||0|3|Dépendance||0|0|S||402
|||||||000002|07/01/2022|Vente|230000,00|3||RUE|0561|DE LA RESISTANCE|1500|AMBERIEU-EN-BUGEY|01|4||BS|767||||||||||||0|3|Dépendance||0|0|S||402
|||||||000002|07/01/2022|Vente|230000,00|3||RUE|0561|DE LA RESISTANCE|1500|AMBERIEU-EN-BUGEY|01|4||BS|767||||||||||||0|3|Dépendance||0|0|S||402
|||||||000002|07/01/2022|Vente|230000,00|3||RUE|0561|DE LA RESISTANCE|1500|AMBERIEU-EN-BUGEY|01|4||BS|767||||||||||||0|3|Dépendance||0|0|S||402
|||||||000002|07/01/2022|Vente|230000,00|3||RUE|0561|DE LA RESISTANCE|1500|AMBERIEU-EN-BUGEY|01|4||BS|767||||||||||||0|3|Dépendance||0|0|S||402
|||||||000002|07/01/2022|Vente|230000,00|3||RUE|0561|DE LA RESISTANCE|1500|AMBERIEU-EN-BUGEY|01|4||BS|767||||||||||||0|3|Dépendance||0|0|S||402
|||||||000002|07/01/2022|Vente|230000,00|3||RUE|0561|DE LA RESISTANCE|1500|AMBERIEU-EN-BUGEY|01|4||BS|767||||||||||||0|3|Dépendance||0|0|S||402
|||||||000002|07/01/2022|Vente|230000,00|3||RUE|0561|DE LA RESISTANCE|1500|AMBERIEU-EN-BUGEY|01|4||BS|767||||||||||||0|3|Dépendance||0|0|S||402
|||||||000002|06/01/2022|Vente|162500,00||||B016|AU PAVILLON|1090|GENOUILLEUX|01|169||B|757||||||||||||0||||||S||180
|||||||000002|06/01/2022|Vente|162500,00||||B016|AU PAVILLON|1090|GENOUILLEUX|01|169||B|761||||||||||||0||||||S||377
|||||||000002|06/01/2022|Vente|162500,00||||B016|AU PAVILLON|1090|GENOUILLEUX|01|169||B|781||||||||||||0||||||S||282
|||||||000002|06/01/2022|Vente|162500,00||||B016|AU PAVILLON|1090|GENOUILLEUX|01|169||B|784||||||||||||0||||||S||202
|||||||000002|06/01/2022|Vente|162500,00||||B016|AU PAVILLON|1090|GENOUILLEUX|01|169||B|1055||||||||||||0||||||AB||713
|||||||000001|10/01/2022|Vente|368000,00|48||RUE|0155|DE GENEVE|1210|FERNEY-VOLTAIRE|01|160||AO|45||130|76,00|17||||||||2|2|Appartement||75|3|||
|||||||000001|10/01/2022|Vente|368000,00|48||RUE|0155|DE GENEVE|1210|FERNEY-VOLTAIRE|01|160||AO|45||130|76,00|17||||||||2|3|Dépendance||0|0|||
|||||||000001|10/01/2022|Vente|368000,00|48||RUE|0155|DE GENEVE|1210|FERNEY-VOLTAIRE|01|160||AO|45||66||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2022|Vente|588140,00|100||CHE|0191|DE LA PETITE PRAIRIE|1630|ST-GENIS-POUILLY|01|354||AD|356||||||||||||0|1|Maison||110|5|S||396
|||||||000001|04/01/2022|Vente|588140,00||||B027|LES HAUTINS|1630|ST-GENIS-POUILLY|01|354||AD|404||||||||||||0||||||S||4
|||||||000001|14/01/2022|Vente|470000,00|24||IMP|0056|DE CORCOCHET|1390|CIVRIEUX|01|105||ZD|81||||||||||||0|1|Maison||92|4|S||411
|||||||000001|14/01/2022|Vente|470000,00|24||IMP|0056|DE CORCOCHET|1390|CIVRIEUX|01|105||ZD|81||||||||||||0|1|Maison||92|4|AG||790
|||||||000001|13/01/2022|Vente|80000,00|191||RUE|0055|PRINCIPALE|1110|CORLIER|01|121||A|504||||||||||||0|1|Maison||130|4|S||557
|||||||000001|10/01/2022|Vente|265000,00|25|B|RUE|0500|DE LA PETITE CROZE|1500|AMBERIEU-EN-BUGEY|01|4||BR|562||||||||||||0|1|Maison||95|4|S||51
|||||||000001|10/01/2022|Vente|265000,00||||B140|AU LAQUET|1500|AMBERIEU-EN-BUGEY|01|4||BR|564||||||||||||0||||||S||325
|||||||000001|07/01/2022|Vente|75000,00||||B223|LA NITRIERE|1160|NEUVILLE-SUR-AIN|01|273||C|1759||||||||||||0||||||P||600
|||||||000001|07/01/2022|Vente|75000,00||||B223|LA NITRIERE|1160|NEUVILLE-SUR-AIN|01|273||C|1752||||||||||||0||||||P||600
|||||||000001|13/01/2022|Vente|30000,00||||B077|HAMEAU DE VILLENEUVE|1230|CLEYZIEU|01|107||B|973||||||||||||0||||||S||770
|||||||000001|14/01/2022|Vente|235000,00|1|T|RUE|0220|JEAN MERMOZ|1960|PERONNAS|01|289||AC|251||9||||||||||1|3|Dépendance||0|0|||
|||||||000001|14/01/2022|Vente|235000,00|1|T|RUE|0220|JEAN MERMOZ|1960|PERONNAS|01|289||AC|251||2|84,17|||||||||1|2|Appartement||85|3|||
|||||||000001|07/01/2022|Vente|85000,00|36||RUE|0035|ABBE GREGOIRE|1000|BOURG-EN-BRESSE|01|53||AH|323||3||30|55,47|||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2022|Vente|85000,00|36||RUE|0035|ABBE GREGOIRE|1000|BOURG-EN-BRESSE|01|53||AH|323||3||30|55,47|||||||2|2|Appartement||55|2|||
|||||||000001|07/01/2022|Vente|85000,00|36||RUE|0035|ABBE GREGOIRE|1000|BOURG-EN-BRESSE|01|53||AH|323||24||||||||||1|3|Dépendance||0|0|||
|||||||000001|17/01/2022|Vente|275000,00|2||RUE|0385|DES GALAMIERES|1800|MEXIMIEUX|01|244||A|1178||||||||||||0|1|Maison||111|5|S||290
|||||||000002|17/01/2022|Vente|183000,00||||B075|LE SABLON|1800|SAINT-JEAN-DE-NIOST|01|361||B|2538||||||||||||0||||||T||732
|||||||000002|17/01/2022|Vente|183000,00||||B075|LE SABLON|1800|SAINT-JEAN-DE-NIOST|01|361||B|2540||||||||||||0||||||T||40
|||||||000001|14/01/2022|Vente|128980,00|32||RUE|0013|DE BOQUERA|1630|ST-JEAN-DE-GONVILLE|01|360||C|1373||10||40|23,76|||||||2|3|Dépendance||0|0|||
|||||||000001|14/01/2022|Vente|128980,00|32||RUE|0013|DE BOQUERA|1630|ST-JEAN-DE-GONVILLE|01|360||C|1373||70||||||||||1|3|Dépendance||0|0|||
|||||||000001|14/01/2022|Vente|128980,00|32||RUE|0013|DE BOQUERA|1630|ST-JEAN-DE-GONVILLE|01|360||C|1373||10||40|23,76|||||||2|2|Appartement||23|1|||
|||||||000001|14/01/2022|Vente|178500,00|336||CHE|0404|DE LA MURE|1380|BAGE-DOMMARTIN|01|25|144|A|757||||||||||||0|1|Maison||120|5|S||3567
|||||||000001|14/01/2022|Vente|178500,00||||B510|LA MURE|1380|BAGE-DOMMARTIN|01|25|144|A|804||||||||||||0||||||AG||2316
|||||||000001|14/01/2022|Vente|178500,00||||B510|LA MURE|1380|BAGE-DOMMARTIN|01|25|144|A|804||||||||||||0||||||S||700
|||||||000001|06/01/2022|Vente|700600,00|30||RTE|0290|DES VIGNES|1170|CESSY|01|71||AI|156||||||||||||0|1|Maison||157|7|S||800
|||||||000001|06/01/2022|Vente|700600,00||||B038|EN PELATTON|1170|CESSY|01|71||AI|159||||||||||||0||||||S||10
|||||||000001|06/01/2022|Vente|700600,00||||B038|EN PELATTON|1170|CESSY|01|71||AI|160||||||||||||0||||||S||50
|||||||000001|06/01/2022|Vente|700600,00||||B038|EN PELATTON|1170|CESSY|01|71||AI|161||||||||||||0||||||S||264
|||||||000001|14/01/2022|Vente|98000,00|100||RUE|0039|DU FOUR|1460|BEARD-GEOVREISSIAT|01|170||AC|117||||||||||||0|1|Maison||99|5|S||795
|||||||000001|12/01/2022|Vente|483087,00|60||RUE|0101|DE CHATEAU GAGNEUR|1170|GEX|01|173||AB|188||7|116,06|||||||||1|2|Appartement||116|4|||
|||||||000001|12/01/2022|Vente|483087,00|60||RUE|0101|DE CHATEAU GAGNEUR|1170|GEX|01|173||AB|188||76||||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2022|Vente|483087,00|60||RUE|0101|DE CHATEAU GAGNEUR|1170|GEX|01|173||AB|188||59||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2022|Vente|476000,00|97||CHE|0275|DU PRESSOIR|1600|SAINT-BERNARD|01|339||AK|51||||||||||||0|1|Maison||118|5|S||712
